# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	locus_tag	feature_interval_length	product_length	old_locus_tag
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2415325	2416467	+	WP_010953113.1	WP_010953113.1		4-phosphoerythronate dehydrogenase PdxB	pdxB	PP_RS10990	1143	380	PP_2117
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2416582	2416755	-	WP_003248731.1	WP_003248731.1		hypothetical protein		PP_RS28300	174	57	PP_2118
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2416966	2418729	+	WP_010953115.1	WP_010953115.1		ATP-binding cassette domain-containing protein		PP_RS10995	1764	587	PP_2119
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2418901	2420517	+	WP_049587519.1	WP_049587519.1		methyl-accepting chemotaxis protein		PP_RS11000	1617	538	PP_2120
tRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2420624	2420700	-				tRNA-Pro		PP_RS11005	77		PP_t62
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2420781	2421002	-	WP_003248738.1	WP_003248738.1		YgdI/YgdR family lipoprotein		PP_RS11010	222	73	PP_2121
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2421190	2421729	+	WP_010953117.1	WP_010953117.1		molybdenum cofactor biosynthesis protein B	moaB	PP_RS11015	540	179	PP_2122
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2421713	2422939	+	WP_003248742.1	WP_003248742.1		molybdopterin molybdotransferase MoeA		PP_RS11020	1227	408	PP_2123
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2422928	2424175	-	WP_010953118.1	WP_010953118.1		glycosyltransferase family 4 protein		PP_RS11025	1248	415	PP_2124
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2424432	2425319	+	WP_010953119.1	WP_010953119.1		lipid kinase YegS	yegS	PP_RS11030	888	295	PP_2125
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2425303	2425962	-	WP_010953120.1	WP_010953120.1		response regulator transcription factor		PP_RS11035	660	219	PP_2126
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2425952	2426848	-	WP_020192587.1	WP_020192587.1		sensor histidine kinase		PP_RS11040	897	298	PP_2127
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2427215	2427724	-	WP_049587522.1	WP_049587522.1		hypothetical protein		PP_RS11045	510	169	PP_5503
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2428076	2429011	+	WP_003248753.1	WP_003248753.1		chemotaxis protein CheV		PP_RS11050	936	311	PP_2128
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2429067	2429870	+	WP_010953122.1	WP_010953122.1		MOSC domain-containing protein		PP_RS11055	804	267	PP_2129
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2429983	2431908	-	WP_049587524.1	WP_049587524.1		transglycosylase SLT domain-containing protein		PP_RS11060	1926	641	PP_2130
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2432129	2434057	+	WP_003248759.1	WP_003248759.1		ATP-binding cassette domain-containing protein		PP_RS11065	1929	642	PP_2131
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2434165	2434605	-	WP_010953124.1	WP_010953124.1		universal stress protein		PP_RS11070	441	146	PP_2132
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2434716	2435153	+	WP_003248762.1	WP_003248762.1		hypothetical protein		PP_RS11075	438	145	PP_2133
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2435457	2436422	+	WP_010951808.1	WP_010951808.1		IS110-like element ISPpu10 family transposase		PP_RS11080	966	321	PP_2134
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2437081	2439228	+	WP_010953127.1	WP_010953127.1		fatty acid oxidation complex subunit alpha FadB	fadB	PP_RS11085	2148	715	PP_2136
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2439260	2440435	+	WP_010953128.1	WP_010953128.1		acetyl-CoA C-acyltransferase FadA	fadA	PP_RS11090	1176	391	PP_2137
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2440511	2440762	+	WP_003248769.1	WP_003248769.1		DUF1653 domain-containing protein		PP_RS11095	252	83	PP_2138
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2440863	2443472	+	WP_003248770.1	WP_003248770.1		type I DNA topoisomerase	topA	PP_RS11100	2610	869	PP_2139
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2443563	2444078	+	WP_003248773.1	WP_003248773.1		hypothetical protein		PP_RS11105	516	171	PP_2140
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2444129	2444362	+	WP_003248777.1	WP_003248777.1		hypothetical protein		PP_RS11110	234	77	PP_2141
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2444413	2444889	-	WP_010953130.1	WP_010953130.1		CDP-glycerol--UDP-pyrophosphoryl-N-acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase		PP_RS11115	477	158	PP_2142
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2444903	2445511	-	WP_010953131.1	WP_010953131.1		transcriptional repressor LexA	lexA	PP_RS11120	609	202	PP_2143
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2445727	2446434	+	WP_010953132.1	WP_010953132.1		TetR family transcriptional regulator		PP_RS11125	708	235	PP_2144
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2446624	2447622	+	WP_172835038.1	WP_172835038.1		beta-N-acetylhexosaminidase	nagZ	PP_RS11130	999	332	PP_2145
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2447765	2451082	-	WP_061405610.1	WP_061405610.1		helicase SNF2/RAD54 family		PP_RS11135	3318	1105	PP_2146
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2451087	2451659	-	WP_010953135.1	WP_010953135.1		peptidoglycan binding protein CsiV		PP_RS11140	573	190	PP_2147
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2451669	2455118	-	WP_010953136.1	WP_010953136.1		transcription-repair coupling factor	mfd	PP_RS11145	3450	1149	PP_2148
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2455286	2456749	+	WP_010953137.1	WP_010953137.1		glyceraldehyde-3-phosphate dehydrogenase		PP_RS11150	1464	487	PP_2149
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2456930	2457928	+	WP_010953138.1	WP_010953138.1		FAD:protein FMN transferase		PP_RS11155	999	332	PP_2150
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2458133	2459527	+	WP_010953139.1	WP_010953139.1		Si-specific NAD(P)(+) transhydrogenase	sthA	PP_RS11160	1395	464	PP_2151
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2459576	2460292	-	WP_003248799.1	WP_003248799.1		glycerophosphodiester phosphodiesterase		PP_RS11165	717	238	PP_2152
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2460324	2460908	-	WP_010953140.1	WP_010953140.1		PilZ domain-containing protein		PP_RS11170	585	194	PP_2153
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2461002	2462252	+	WP_010953141.1	WP_010953141.1		lipoprotein-releasing ABC transporter permease subunit		PP_RS11175	1251	416	PP_2154
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2462260	2462943	+	WP_172830932.1	WP_172830932.1		lipoprotein-releasing ABC transporter ATP-binding protein LolD	lolD	PP_RS11180	684	227	PP_2155
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2463004	2464245	+	WP_010953143.1	WP_010953143.1		lipoprotein-releasing ABC transporter permease subunit		PP_RS11185	1242	413	PP_2156
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2464285	2465637	-	WP_010953144.1	WP_010953144.1		two-component system sensor histidine kinase CinS	cinS	PP_RS11190	1353	450	PP_2157
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2465634	2466314	-	WP_010953145.1	WP_010953145.1		two-component system response regulator CinR	cinR	PP_RS11195	681	226	PP_2158
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2466515	2467042	+	WP_010953146.1	WP_010953146.1		cupredoxin domain-containing protein		PP_RS11200	528	175	PP_2159
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2467111	2467941	+	WP_010953147.1	WP_010953147.1		NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	queF	PP_RS11205	831	276	PP_2160
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2467973	2468236	-	WP_003248815.1	WP_003248815.1		DUF4404 family protein		PP_RS11210	264	87	PP_2161
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2468359	2468922	-	WP_010953148.1	WP_010953148.1		hypothetical protein		PP_RS11215	564	187	PP_2162
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2469124	2469831	+	WP_010953149.1	WP_010953149.1		VacJ family lipoprotein		PP_RS11220	708	235	PP_2163
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2469866	2470165	-	WP_010953150.1	WP_010953150.1		PilZ domain-containing protein		PP_RS11225	300	99	PP_2164
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2470436	2471617	+	WP_010953151.1	WP_010953151.1		SpoIIE family protein phosphatase		PP_RS11230	1182	393	PP_2165
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2471614	2472096	+	WP_010953152.1	WP_010953152.1		STAS domain-containing protein		PP_RS11235	483	160	PP_2166
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2472245	2474095	-	WP_010953153.1	WP_010953153.1		alkaline phosphatase family protein		PP_RS11240	1851	616	PP_2167
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2474275	2475201	-	WP_010953154.1	WP_010953154.1		transaldolase	tal	PP_RS11245	927	308	PP_2168
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2475358	2476368	-	WP_010953155.1	WP_010953155.1		tRNA dihydrouridine(20/20a) synthase DusA	dusA	PP_RS11250	1011	336	PP_2169
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2476856	2477164	+	WP_049587501.1	WP_049587501.1		chorismate mutase		PP_RS11255	309	102	
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2477210	2477827	-	WP_079732512.1	WP_079732512.1		LysE family translocator		PP_RS11260	618	205	PP_2171
CDS	without_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2478002	2478118	+				IS5/IS1182 family transposase		PP_RS11265	117		seudo
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2478304	2478747	+	WP_010953158.1	WP_010953158.1		hypothetical protein		PP_RS11270	444	147	PP_2172
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2479192	2480031	-	WP_049587503.1	WP_049587503.1		AraC family transcriptional regulator		PP_RS11275	840	279	PP_2173
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2480168	2480560	-	WP_010953160.1	WP_010953160.1		GFA family protein		PP_RS11280	393	130	PP_2174
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2480642	2481346	-	WP_010953161.1	WP_010953161.1		SDR family oxidoreductase		PP_RS11285	705	234	PP_2175
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2481446	2482339	-	WP_049587514.1	WP_049587514.1		LysR family transcriptional regulator		PP_RS11290	894	297	PP_2176
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2482553	2483107	+	WP_010953163.1	WP_010953163.1		helix-turn-helix transcriptional regulator		PP_RS11295	555	184	PP_2177
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2483135	2484481	+	WP_010953164.1	WP_010953164.1		glutamine synthetase		PP_RS11300	1347	448	PP_2178
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2484566	2485339	+	WP_010953165.1	WP_010953165.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein		PP_RS11305	774	257	PP_2179
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2485409	2486767	+	WP_010953166.1	WP_010953166.1		aspartate aminotransferase family protein		PP_RS11310	1359	452	PP_2180
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2486951	2487505	+	WP_010953167.1	WP_010953167.1		helix-turn-helix transcriptional regulator		PP_RS11315	555	184	PP_2181
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2487629	2488144	+	WP_003248857.1	WP_003248857.1		ProQ/FinO family protein		PP_RS11320	516	171	PP_2182
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2488546	2489028	+	WP_010953168.1	WP_010953168.1		formate dehydrogenase subunit gamma		PP_RS11325	483	160	PP_2183
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2489022	2490581	+	WP_019437210.1	WP_019437210.1		formate dehydrogenase beta subunit		PP_RS11330	1560	519	PP_2184
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2490578	2493460	+	WP_010953170.1	WP_010953170.1		formate dehydrogenase subunit alpha	fdhF	PP_RS11335	2883	960	PP_2185
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2493457	2493660	+	WP_010953171.1	WP_010953171.1		formate dehydrogenase subunit delta		PP_RS11340	204	67	PP_2186
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2493774	2494637	-	WP_010953172.1	WP_010953172.1		universal stress protein		PP_RS11345	864	287	PP_2187
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2494792	2495409	+	WP_010953173.1	WP_010953173.1		tRNA hydroxylase		PP_RS11350	618	205	PP_2188
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2495432	2495752	-	WP_003248878.1	WP_003248878.1		DUF883 family protein		PP_RS11355	321	106	PP_2189
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2495880	2496143	+	WP_003248880.1	WP_003248880.1		hypothetical protein		PP_RS11360	264	87	PP_2190
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2496164	2496643	-	WP_010953175.1	WP_010953175.1		lipoprotein		PP_RS11365	480	159	PP_2191
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2496775	2497899	+	WP_010953176.1	WP_010953176.1		sigma-70 family RNA polymerase sigma factor		PP_RS11370	1125	374	PP_2192
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2498127	2500553	+	WP_049587505.1	WP_049587505.1		TonB-dependent receptor		PP_RS11375	2427	808	PP_2193
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2500578	2501468	-	WP_010953178.1	WP_010953178.1		LysR family transcriptional regulator		PP_RS11380	891	296	PP_2194
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2501571	2502650	+	WP_049587507.1	WP_049587507.1		extracellular solute-binding protein		PP_RS11385	1080	359	PP_2195
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2502676	2503641	+	WP_004576768.1	WP_004576768.1		agmatinase	speB	PP_RS11390	966	321	PP_2196
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2503874	2504191	+	WP_010953180.1	WP_010953180.1		hypothetical protein		PP_RS11395	318	105	PP_2197
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2504214	2505359	+	WP_010953181.1	WP_010953181.1		PQQ-dependent sugar dehydrogenase		PP_RS11400	1146	381	PP_2198
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2505401	2506507	+	WP_010953182.1	WP_010953182.1		cell division protein ZapE		PP_RS11405	1107	368	PP_2199
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2506521	2507102	+	WP_010953183.1	WP_010953183.1		DinB family protein		PP_RS11410	582	193	PP_2200
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2507175	2508173	-	WP_010953184.1	WP_010953184.1		alpha/beta hydrolase		PP_RS11415	999	332	PP_2201
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2508249	2508686	-	WP_010953185.1	WP_010953185.1		DedA family protein		PP_RS11420	438	145	PP_2202
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2508686	2509114	-	WP_010953186.1	WP_010953186.1		DUF411 domain-containing protein		PP_RS11425	429	142	PP_2203
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2509129	2510013	-	WP_010953187.1	WP_010953187.1		copper resistance protein B		PP_RS11430	885	294	PP_2204
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2510006	2511730	-	WP_010953188.1	WP_010953188.1		copper resistance system multicopper oxidase		PP_RS11435	1725	574	PP_2205
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2511809	2513143	-	WP_049587511.1	WP_049587511.1		tRNA 5-hydroxyuridine modification protein YegQ	yegQ	PP_RS11440	1335	444	PP_2206
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2513276	2514340	+	WP_010953190.1	WP_010953190.1		AI-2E family transporter		PP_RS11445	1065	354	PP_2207
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2514559	2515386	-	WP_003250077.1	WP_003250077.1		phosphonoacetaldehyde hydrolase		PP_RS11450	828	275	PP_2208
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2515421	2516527	-	WP_010953191.1	WP_010953191.1		2-aminoethylphosphonate--pyruvate transaminase		PP_RS11455	1107	368	PP_2209
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2516640	2517503	+	WP_010953192.1	WP_010953192.1		LysR family transcriptional regulator		PP_RS11460	864	287	PP_2210
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2517581	2518603	+	WP_010953193.1	WP_010953193.1		AraC family transcriptional regulator		PP_RS11465	1023	340	PP_2211
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2518750	2523195	+	WP_010953194.1	WP_010953194.1		hypothetical protein		PP_RS11470	4446	1481	PP_2212
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2523318	2524964	+	WP_049587516.1	WP_049587516.1		AMP-binding protein		PP_RS11475	1647	548	PP_2213
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2524978	2525745	+	WP_003250091.1	WP_003250091.1		SDR family NAD(P)-dependent oxidoreductase		PP_RS11480	768	255	PP_2214
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2525757	2526950	+	WP_010953196.1	WP_010953196.1		acetyl-CoA C-acyltransferase		PP_RS11485	1194	397	PP_2215
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2526959	2528086	+	WP_010953197.1	WP_010953197.1		acyl-CoA dehydrogenase		PP_RS11490	1128	375	PP_2216
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2528100	2528873	+	WP_003250095.1	WP_003250095.1		enoyl-CoA hydratase		PP_RS11495	774	257	PP_2217
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2529280	2530581	+	WP_010952894.1	WP_010952894.1		IS4-like element ISPpu8 family transposase		PP_RS11500	1302	433	PP_2218
CDS	without_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2530762	2530967	+				hypothetical protein		PP_RS28385	206		seudo
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2531166	2531570	+	WP_003250099.1	WP_003250099.1		TraR/DksA family transcriptional regulator		PP_RS11510	405	134	PP_2220
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2531749	2531943	+	WP_012271507.1	WP_012271507.1		hypothetical protein		PP_RS11515	195	64	PP_2222
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2532289	2532759	+	WP_014591718.1	WP_014591718.1		hypothetical protein		PP_RS11520	471	156	PP_2223
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2532756	2532968	+	WP_010953202.1	WP_010953202.1		hypothetical protein		PP_RS11525	213	70	PP_2224
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2532981	2533346	-	WP_003250107.1	WP_003250107.1		Na+/H+ antiporter subunit G		PP_RS11530	366	121	PP_2225
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2533343	2533621	-	WP_010953203.1	WP_010953203.1		K+/H+ antiporter subunit F		PP_RS11535	279	92	PP_2226
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2533618	2534106	-	WP_010953204.1	WP_010953204.1		Na+/H+ antiporter subunit E		PP_RS11540	489	162	PP_2227
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2534103	2535782	-	WP_010953205.1	WP_010953205.1		monovalent cation/H+ antiporter subunit D		PP_RS11545	1680	559	PP_2228
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2535779	2536123	-	WP_003250128.1	WP_003250128.1		Na+/H+ antiporter subunit C		PP_RS11550	345	114	PP_2229
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2536123	2539038	-	WP_010953206.1	WP_010953206.1		monovalent cation/H+ antiporter subunit A		PP_RS11555	2916	971	PP_2230
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2539189	2540139	-	WP_049588164.1	WP_049588164.1		DMT family transporter		PP_RS11560	951	316	PP_2231
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2540224	2540787	+	WP_003250134.1	WP_003250134.1		helix-turn-helix transcriptional regulator		PP_RS11565	564	187	PP_2232
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2540836	2541384	-	WP_010953209.1	WP_010953209.1		cysteine hydrolase		PP_RS11570	549	182	PP_2233
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2541467	2542459	+	WP_010953210.1	WP_010953210.1		helix-turn-helix domain-containing protein		PP_RS11575	993	330	PP_2234
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2542541	2542921	+	WP_010953211.1	WP_010953211.1		antibiotic biosynthesis monooxygenase		PP_RS11580	381	126	PP_2235
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2542900	2543670	-	WP_049588163.1	WP_049588163.1		alpha/beta fold hydrolase		PP_RS11585	771	256	PP_2236
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2543654	2544772	-	WP_010953213.1	WP_010953213.1		DUF3182 family protein		PP_RS11590	1119	372	PP_2237
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2544993	2546801	+	WP_049588162.1	WP_049588162.1		aminopeptidase P family protein		PP_RS11595	1809	602	PP_2238
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2546841	2547122	-	WP_014591706.1	WP_014591706.1		hypothetical protein		PP_RS11600	282	93	PP_5504
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2547314	2548201	-	WP_010953215.1	WP_010953215.1		threonine/homoserine exporter RhtA	rhtA	PP_RS11605	888	295	PP_2239
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2548675	2550211	+				16S ribosomal RNA		PP_RS11610	1537		PP_16SF
tRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2550297	2550373	+				tRNA-Ile		PP_RS11615	77		PP_t35
tRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2550398	2550473	+				tRNA-Ala		PP_RS11620	76		PP_t36
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2550717	2553609	+				23S ribosomal RNA		PP_RS11625	2893		PP_23SF
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2553752	2553867	+				5S ribosomal RNA	rrf	PP_RS11630	116		PP_5SF
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2554092	2555900	+	WP_049587525.1	WP_049587525.1		ABC transporter ATP-binding protein/permease		PP_RS11635	1809	602	PP_2240
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2556111	2557310	-	WP_049587526.1	WP_049587526.1		MFS transporter		PP_RS11640	1200	399	PP_2241
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2557741	2559975	+	WP_010953218.1	WP_010953218.1		TonB-dependent siderophore receptor		PP_RS11645	2235	744	PP_2242
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2560102	2560641	+	WP_049587527.1	WP_049587527.1		histidine phosphatase family protein		PP_RS11650	540	179	PP_2243
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2560645	2561430	-	WP_010953220.1	WP_010953220.1		sulfite exporter TauE/SafE family protein		PP_RS11655	786	261	PP_2244
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2561555	2562148	-	WP_010953221.1	WP_010953221.1		helix-turn-helix transcriptional regulator		PP_RS11660	594	197	PP_2245
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2562263	2563399	+	WP_010953222.1	WP_010953222.1		FAD-binding oxidoreductase		PP_RS11665	1137	378	PP_2246
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2563412	2563789	+	WP_010953223.1	WP_010953223.1		RidA family protein		PP_RS11670	378	125	PP_2247
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	2563902	2564966	+	WP_010953224.1	WP_010953224.1		membrane protein		PP_RS11675	1065	354	PP_2248
